2017-05-10	3030165374
2017-05-11	25085409
2017-05-12	25147330
2017-05-13	24124282
2017-05-15	22704067
2017-05-16	27252421
2017-05-17	27103074
2017-05-18	26519275
2017-05-19	26408820
2017-05-20	25367998
2017-05-21	23210211
2017-05-22	25451542
2017-05-23	27553631
2017-05-24	27259973
2017-05-25	26643490
2017-05-26	26235001
2017-05-27	25020914
2017-05-28	23116038
2017-05-29	25021330
2017-05-30	28358176
2017-05-31	27942489
2017-06-01	26786039
2017-06-02	26429999
2017-06-03	25103364
2017-06-04	23101830
2017-06-05	25352390
2017-06-07	55967470
2017-06-10	24739317
2017-06-11	98111634
2017-06-12	24643092
2017-06-13	27120213
2017-06-14	27480119
2017-06-15	26393246
2017-06-16	26008516
2017-06-17	24123706
2017-06-18	22838113
2017-06-19	23282946
2017-06-20	27286558
2017-06-21	27228306
2017-06-22	26906814
2017-06-23	26328863
2017-06-24	24600439
2017-06-25	22988463
2017-06-26	25021809
2017-06-27	28332850
2017-06-28	28147990
2017-06-29	27325944
2017-06-30	26453889
2017-07-01	24663947
2017-07-02	23229357
2017-07-03	25298504
2017-07-04	28343885
2017-07-05	27948458
2017-07-06	27671260
2017-07-07	27397286
2017-07-08	25226295
2017-07-09	23671427
2017-07-10	25762419
2017-07-11	28644749
2017-07-12	28470631
2017-07-13	28022394
2017-07-14	27317601
2017-07-15	25675676
2017-07-16	23963875
2017-07-17	25010709
2017-07-18	28626489
2017-07-19	27458765
2017-07-20	26787004
2017-07-21	25129219
2017-07-22	25205542
2017-07-23	23284124
2017-07-24	25092259
2017-07-25	28792064
2017-07-26	28360794
2017-07-27	28141520
2017-07-28	27423549
2017-07-29	25596551
2017-07-30	23850565
2017-07-31	25782378
2017-08-01	29171019
2017-08-02	28611476
2017-08-03	28031743
2017-08-04	27963610
2017-08-05	26145871
2017-08-06	24326332
2017-08-07	25433412
2017-08-08	29063493
2017-08-09	28834446
2017-08-10	28426865
2017-08-11	27970072
2017-08-12	26439606
2017-08-13	24612905
2017-08-14	24934512
2017-08-15	28933907
2017-08-16	23962414
2017-08-17	28802939
2017-08-18	28033388
2017-08-19	24839297
2017-08-20	24356123
2017-08-21	25329233
2017-08-22	28439743
2017-08-23	29018559
2017-08-24	28287148
2017-08-25	27650998
2017-08-26	26285451
2017-08-27	24391119
2017-08-28	25933803
2017-08-29	29348104
2017-08-30	29220396
2017-09-01	55449858
2017-09-02	25196726
2017-09-03	23914654
2017-09-04	26604118
2017-09-05	28713550
2017-09-06	27704924
2017-09-07	26708156
2017-09-08	25687557
2017-09-09	23883691
2017-09-10	21924240
2017-09-11	22453047
2017-09-12	24891408
2017-09-13	24063849
2017-09-14	23642221
2017-09-15	22628421
2017-09-16	21290373
2017-09-17	19622363
2017-09-18	20881456
2017-09-19	24479526
2017-09-20	23476944
2017-09-21	22959470
2017-09-22	22975015
2017-09-23	21788328
2017-09-24	20004422
2017-09-25	21572509
2017-09-26	25117789
2017-09-27	25361875
2017-09-28	24825907
2017-09-30	23553407
2017-10-01	22843891
2017-10-02	24770659
2017-10-03	28047662
2017-10-04	28088109
2017-10-05	28258323
2017-10-06	26568798
2017-10-07	25399029
2017-10-08	24484745
2017-10-09	26510360
2017-10-10	28281651
2017-10-11	28115041
2017-10-12	27203837
2017-10-13	27013544
2017-10-14	26035313
2017-10-15	23680628
2017-10-16	24856177
2017-10-17	27110631
2017-10-18	29714535
2017-10-19	28881015
2017-10-20	28353145
2017-10-21	26446980
2017-10-22	25307033
2017-10-23	27240870
2017-10-24	30393315
2017-10-25	29836305
2017-10-26	28907808
2017-10-27	28891584
2017-10-28	27227136
2017-10-29	24866821
2017-10-30	27398711
2017-10-31	30693469
2017-11-01	29220597
2017-11-02	27507365
2017-11-03	29209712
2017-11-04	27830923
2017-11-05	25048734
2017-11-06	27722444
2017-11-07	31308038
2017-11-08	30911307
2017-11-09	30284832
2017-11-10	29601328
2017-11-11	26897368
2017-11-12	26147139
2017-11-13	27645353
2017-11-14	31112980
2017-11-15	29937627
2017-11-16	29371989
2017-11-17	29442695
2017-11-18	28158639
2017-11-19	26678989
2017-11-20	28000073
2017-11-21	32029498
2017-11-22	31798354
2017-11-23	30272434
2017-11-24	30942387
2017-11-25	30177021
2017-11-26	26962513
2017-11-27	28899092
2017-11-28	32649837
2017-11-29	31991908
2017-12-01	29961050
2017-12-02	28311874
2017-12-03	27004337
2017-12-04	29365188
2017-12-05	32494830
2017-12-06	31787365
2017-12-07	30699768
2017-12-08	29138447
2017-12-09	27955346
2017-12-10	26039524
2017-12-11	27955481
2017-12-12	32213555
2017-12-13	31508475
2017-12-14	30611886
2017-12-15	29267399
2017-12-17	53084408
2017-12-18	27689286
2017-12-19	31163349
2017-12-20	62450599
2017-12-21	29190251
2017-12-22	28233164
2017-12-23	25257773
2017-12-24	22687580
2017-12-25	18800630
2017-12-26	23158630
2017-12-27	30385336
2017-12-28	29668699
2017-12-29	28427121
2017-12-30	26221730
2017-12-31	23313796
2018-01-01	18837053
2018-01-02	22363595
2018-01-04	31124796
2018-01-05	30985803
2018-01-06	29680686
2018-01-07	27341709
2018-01-08	28645640
2018-01-09	32469779
2018-01-10	32170314
2018-01-11	30326496
2018-01-12	29985416
2018-01-13	28076517
2018-01-14	26463112
2018-01-15	28792282
2018-01-16	31576730
2018-01-17	29335959
2018-01-18	31283963
2018-01-19	30522282
2018-01-20	28399219
2018-01-21	25780467
2018-01-22	26457730
2018-01-23	32847078
2018-01-25	32881577
2018-01-26	32152856
2018-01-28	29019691
2018-01-29	30316573
2018-01-30	34644228
2018-01-31	34143122
2018-02-01	97503523
2018-02-02	32115443
2018-02-03	30568323
2018-02-04	28583504
2018-02-05	29812791
2018-02-06	33474587
2018-02-07	33011536
2018-02-08	32322653
2018-02-09	31378773
2018-02-11	27075330
2018-02-12	28077372
2018-02-13	30105152
2018-02-14	31285742
2018-02-15	31800752
2018-02-16	32438672
2018-02-17	31373783
2018-02-18	29417178
2018-02-19	30786352
2018-02-21	68120602
2018-02-22	33604375
2018-02-23	32693361
2018-02-24	31060427
2018-02-25	29375096
2018-02-26	31018120
2018-02-27	34994036
2018-02-28	34350752
2018-03-01	33402886
2018-03-02	32505745
2018-03-03	29786848
2018-03-04	29482126
2018-03-05	31153167
2018-03-06	34325009
2018-03-07	34125457
2018-03-08	33571655
2018-03-09	32453930
2018-03-10	31489301
2018-03-11	29886789
2018-03-12	31782222
2018-03-13	34197448
2018-03-14	34929029
2018-03-15	34327882
2018-03-16	33777044
2018-03-17	31896493
2018-03-18	30321144
2018-03-19	32446582
2018-03-20	35389605
2018-03-22	69801139
2018-03-23	33893658
2018-03-24	31501957
2018-03-25	30220402
2018-03-26	31638250
2018-03-27	35079356
2018-03-28	33855163
2018-03-29	32399095
2018-04-01	30202569
2018-04-02	29164104
2018-04-03	30808508
2018-04-04	66013296
2018-04-05	35317428
2018-04-06	68673572
2018-04-07	32121982
2018-04-08	29992643
2018-04-09	31759669
2018-04-10	35582563
2018-04-12	206078575
2018-04-13	34549338
2018-04-14	32353794
2018-04-15	30064843
2018-04-16	32596699
2018-04-17	35932114
2018-04-18	35799623
2018-04-19	34899593
2018-04-20	33530377
2018-04-21	32205460
2018-04-22	30427250
2018-04-23	32201860
2018-04-24	36203879
2018-04-25	35089340
2018-04-26	33523266
2018-04-27	33342619
2018-04-28	31216807
2018-04-29	29682243
2018-04-30	31795378
2018-05-01	34347775
2018-05-02	34613712
2018-05-03	35675375
2018-05-04	32816057
2018-05-05	31305730
2018-05-06	30756220
2018-05-07	32809777
2018-05-08	36502841
2018-05-09	36130324
2018-05-10	34474733
2018-05-11	33749047
2018-05-12	31894425
2018-05-13	29315418
2018-05-15	67056516
2018-05-16	34768441
2018-05-17	33882223
2018-05-18	34554293
2018-05-19	32807580
2018-05-20	31160483
2018-05-21	32483930
2018-05-22	35867679
2018-05-23	35069265
2018-05-24	33986460
2018-05-25	31388449
2018-05-26	30257229
2018-05-27	29123517
2018-05-28	31241178
2018-05-29	35078343
2018-05-30	34989468
2018-06-02	100209288
2018-06-03	30526874
2018-06-04	33059765
2018-06-05	35719077
2018-06-06	35421646
2018-06-07	35170064
2018-06-08	34396232
2018-06-09	32298519
2018-06-10	30453217
2018-06-11	33035247
2018-06-12	36646177
2018-06-13	35155150
2018-06-14	34897451
2018-06-15	34180934
2018-06-16	32142474
2018-06-17	29721147
2018-06-18	29709898
2018-06-19	36478919
2018-06-20	36232117
2018-06-21	35521848
2018-06-22	33962130
2018-06-23	31173593
2018-06-24	30486418
2018-06-25	33512291
2018-06-26	36511393
2018-06-27	35726163
2018-06-28	34472859
2018-06-29	35726053
2018-07-01	64811267
2018-07-02	33662659
2018-07-03	36909066
2018-07-04	37032768
2018-07-05	37609058
2018-07-06	36400669
2018-07-07	32118639
2018-07-08	32094612
2018-07-09	34882016
2018-07-10	40159713
2018-07-11	37760585
2018-07-12	37506708
2018-07-13	36460483
2018-07-14	34693874
2018-07-15	32713955
2018-07-16	34055848
2018-07-17	39335511
2018-07-18	39038671
2018-07-19	38809849
2018-07-20	38175088
2018-07-21	33623146
2018-07-22	31730944
2018-07-23	34208138
2018-07-24	39074526
2018-07-25	39216049
2018-07-26	38613621
2018-07-27	37751916
2018-07-28	36243469
2018-07-29	34088100
2018-07-30	35695536
2018-07-31	40157748
2018-08-01	38590034
2018-08-02	40193487
2018-08-03	39646218
2018-08-04	42077076
2018-08-05	41232009
2018-08-06	41843832
2018-08-07	45292384
2018-08-08	43108539
2018-08-09	51199898
2018-08-10	51953908
2018-08-11	53527765
2018-08-12	44218588
2018-08-13	48898643
2018-08-15	54237663
2018-08-16	62644435
2018-08-17	43870345
2018-08-18	51345777
2018-08-19	42655519
2018-08-20	43916840
2018-08-22	50924921
2018-08-23	46349168
2018-08-24	49868241
2018-08-25	45435216
2018-08-26	43726068
2018-08-27	65211117
2018-08-29	88980764
2018-08-30	37246219
2018-08-31	35840440
2018-09-01	42151829
2018-09-02	54324982
2018-09-03	41503412
2018-09-04	43524202
2018-09-05	41588729
2018-09-06	42259357
2018-09-07	43139278
2018-09-08	39483870
2018-09-09	39151040
2018-09-10	45272440
2018-09-12	102664469
2018-09-13	47890315
2018-09-14	42744374
2018-09-15	49741192
2018-09-16	42678768
2018-09-17	40617557
2018-09-18	50251022
2018-09-19	52812095
2018-09-20	44099636
2018-09-21	46115085
2018-09-22	42576452
2018-09-23	37479175
2018-09-24	47835024
2018-09-26	97755683
2018-09-27	46585918
2018-09-28	44176234
2018-09-29	41180821
2018-09-30	39830227
2018-10-01	52790874
2018-10-02	51737198
2018-10-03	45965748
2018-10-05	35582149
2018-10-06	34218840
2018-10-07	28927700
2018-10-08	29424875
2018-10-09	161476366
2018-10-10	35987214
2018-10-11	35035028
2018-10-12	33883738
2018-10-13	31431397
2018-10-14	29866079
2018-10-15	31704936
2018-10-16	36423444
2018-10-17	36735711
2018-10-18	36368524
2018-10-19	35935741
2018-10-20	33700787
2018-10-21	30832736
2018-10-22	32510616
2018-10-23	37526535
2018-10-24	37240881
2018-10-25	37389040
2018-10-26	35956905
2018-10-27	33186885
2018-10-28	30277799
2018-10-29	29982665
2018-10-30	35727408
2018-10-31	36817250
2018-11-01	34808265
2018-11-02	32621606
2018-11-03	32396990
2018-11-05	30080754
2018-11-06	31823834
2018-11-07	36587439
2018-11-08	36182321
2018-11-09	35487330
2018-11-10	34077578
2018-11-11	31889996
2018-11-14	132559724
2018-11-15	31145031
2018-11-16	30040676
2018-11-17	31718319
2018-11-21	138549256
2018-11-22	36550226
2018-11-23	37219829
2018-11-24	36840693
2018-11-25	32447426
2018-11-26	33547054
2018-11-27	38123995
2018-11-28	37999617
2018-11-29	36768297
2018-11-30	35245402
2018-12-01	32673499
2018-12-02	31671413
2018-12-03	33593768
2018-12-04	38537535
2018-12-05	37886658
2018-12-06	36962904
2018-12-07	35896321
2018-12-08	33207080
2018-12-10	63757112
2018-12-13	36109478
2018-12-15	32414668
2018-12-16	29979463
2018-12-17	31447458
2018-12-18	36993809
2018-12-19	36333040
2018-12-20	35158667
2018-12-21	32916302
2018-12-23	26884442
2018-12-24	26679816
2018-12-25	22958820
2018-12-27	62189314
2018-12-28	33866130
2018-12-29	31111859
2018-12-30	28103478
2018-12-31	26980387
2019-01-01	22168925
2019-01-02	24643896
2019-01-03	35654694
2019-01-04	36041012
2019-01-06	35829130
2019-01-07	33074075
2019-01-08	37005467
2019-01-09	36746110
2019-01-10	36386538
2019-01-11	36088777
2019-01-12	34039000
2019-01-13	31180770
2019-01-14	32480148
2019-01-15	37896147
2019-01-16	37805726
2019-01-17	36680132
2019-01-18	36122577
2019-01-20	34242222
2019-01-21	32174742
2019-01-22	75105935
2019-01-23	203458917
2019-01-24	35453106
2019-01-25	35399249
2019-01-26	34045047
2019-01-27	31146232
2019-01-28	32170018
2019-01-29	36939818
2019-01-30	36372609
2019-01-31	36118725
2019-02-01	35350156
2019-02-02	33020848
2019-02-03	31121914
2019-02-04	32435503
2019-02-05	37019762
2019-02-06	36921428
2019-02-07	36476565
2019-02-08	35658075
2019-02-11	96890725
2019-02-12	37101458
2019-02-13	36734567
2019-02-14	36364036
2019-02-15	34676092
2019-02-16	33604181
2019-02-17	31948180
2019-02-18	32986871
2019-02-19	37090182
2019-02-20	36679430
2019-02-21	36184010
2019-02-22	35006924
2019-02-23	32680708
2019-02-24	29996821
2019-02-25	32417772
2019-02-26	36746111
2019-02-27	36570562
2019-02-28	35931943
2019-03-01	34618534
2019-03-02	31572690
2019-03-03	29771726
2019-03-04	30419614
2019-03-05	33705423
2019-03-06	34338393
2019-03-07	36008211
2019-03-08	35348340
2019-03-09	31148198
2019-03-10	30141074
2019-03-11	32138476
2019-03-12	35688496
2019-03-13	36031678
2019-03-14	35407672
2019-03-15	34596925
2019-03-16	32218309
2019-03-17	31827185
2019-03-18	33328580
2019-03-19	36959771
2019-03-20	36870602
2019-03-21	36353232
2019-03-22	35679503
2019-03-23	33647400
2019-03-24	31127442
2019-03-25	32864741
2019-03-26	37134388
2019-03-27	35897746
2019-03-28	35230898
2019-03-29	35613250
2019-03-30	33276271
2019-03-31	30585530
2019-04-01	32112264
2019-04-02	36115284
2019-04-03	36233634
2019-04-04	36040995
2019-04-05	35541568
2019-04-06	33015018
2019-04-07	31446714
2019-04-08	33240849
2019-04-09	37393729
2019-04-10	36940756
2019-04-11	35604618
2019-04-12	35395708
2019-04-13	33087276
2019-04-14	30998546
2019-04-15	33156830
2019-04-16	37081409
2019-04-17	36249343
2019-04-18	34118123
2019-04-19	31374862
2019-04-20	31216023
2019-04-21	30381670
2019-04-22	31282429
2019-04-23	37603990
2019-04-24	37466929
2019-04-25	36650288
2019-04-26	35552357
2019-04-27	33760443
2019-04-28	31309693
2019-04-29	32852512
2019-04-30	36486877
2019-05-01	33839236
2019-05-02	34480073
2019-05-03	36174029
2019-05-04	33958259
2019-05-05	31877332
2019-05-06	34101876
2019-05-07	37137674
2019-05-08	36619590
2019-05-09	35673883
2019-05-10	34967047
2019-05-11	31817848
2019-05-12	29626497
2019-05-13	30153161
2019-05-14	37467834
2019-05-15	37613007
2019-05-16	36773551
2019-05-17	35805460
2019-05-18	33644410
2019-05-19	31535981
2019-05-20	33015006
2019-05-21	37388356
2019-05-22	37262460
2019-05-23	36707786
2019-05-24	35322625
2019-05-25	33029662
2019-05-26	30593161
2019-05-27	32887088
2019-05-28	38076495
2019-05-29	37198309
2019-05-30	37002376
2019-05-31	35901620
2019-06-01	33367885
2019-06-02	31296334
2019-06-03	33364746
2019-06-04	37757456
2019-06-05	36983082
2019-06-06	36390955
2019-06-07	34892945
2019-06-08	32602277
2019-06-09	30347961
2019-06-10	32310700
2019-06-11	37022019
2019-06-12	36805057
2019-06-13	34952745
2019-06-14	35556809
2019-06-15	33057428
2019-06-16	30720695
2019-06-17	30169457
2019-06-18	37179165
2019-06-19	36667434
2019-06-20	34580615
2019-06-21	33937398
2019-06-22	33455403
2019-06-23	30690975
2019-06-24	32789893
2019-06-25	37084463
2019-06-26	37029360
2019-06-27	36331813
2019-06-28	35196731
2019-06-29	32601239
2019-06-30	30949973
2019-07-01	33021025
2019-07-02	37971036
2019-07-03	36936155
2019-07-04	36411070
2019-07-05	35963127
